weeks_on_list,publisher,title,author,contributor,age_group,published_date,list_name
3,Delacorte,THE WEDDING DRESS,Danielle Steel,by Danielle Steel,,2020-05-31,Hardcover Fiction
31,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-05-31,Hardcover Fiction
1,MIRA,THE HENNA ARTIST,Alka Joshi,by Alka Joshi,,2020-05-31,Hardcover Fiction
1,Morrow,SHAKESPEARE FOR SQUIRRELS,Christopher Moore,by Christopher Moore,,2020-05-31,Hardcover Fiction
2,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-05-24,Hardcover Fiction
88,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-05-24,Hardcover Fiction
3,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-05-24,Hardcover Fiction
1,"Little, Brown",THE 20TH VICTIM,James Patterson and Maxine Paetro,by James Patterson and Maxine Paetro,,2020-05-24,Hardcover Fiction
1,Riverhead,ALL ADULTS HERE,Emma Straub,by Emma Straub,,2020-05-24,Hardcover Fiction
3,Grand Central,WALK THE WIRE,David Baldacci,by David Baldacci,,2020-05-24,Hardcover Fiction
1,Atria,BIG SUMMER,Jennifer Weiner,by Jennifer Weiner,,2020-05-24,Hardcover Fiction
3,Viking,THE BOOK OF LONGINGS,Sue Monk Kidd,by Sue Monk Kidd,,2020-05-24,Hardcover Fiction
1,St. Martin's,"HELLO, SUMMER",Mary Kay Andrews,by Mary Kay Andrews,,2020-05-24,Hardcover Fiction
16,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-05-24,Hardcover Fiction
2,Delacorte,THE WEDDING DRESS,Danielle Steel,by Danielle Steel,,2020-05-24,Hardcover Fiction
5,Ballantine,THE BOOK OF LOST FRIENDS,Lisa Wingate,by Lisa Wingate,,2020-05-24,Hardcover Fiction
30,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-05-24,Hardcover Fiction
4,Putnam,MASKED PREY,John Sandford,by John Sandford,,2020-05-24,Hardcover Fiction
1,Atria,SOMEONE LIKE YOU,Karen Kingsbury,by Karen Kingsbury,,2020-05-24,Hardcover Fiction
1,Doubleday,CAMINO WINDS,John Grisham,by John Grisham,,2020-05-17,Hardcover Fiction
2,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-05-17,Hardcover Fiction
87,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-05-17,Hardcover Fiction
2,Grand Central,WALK THE WIRE,David Baldacci,by David Baldacci,,2020-05-17,Hardcover Fiction
2,Viking,THE BOOK OF LONGINGS,Sue Monk Kidd,by Sue Monk Kidd,,2020-05-17,Hardcover Fiction
1,Delacorte,THE WEDDING DRESS,Danielle Steel,by Danielle Steel,,2020-05-17,Hardcover Fiction
15,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-05-17,Hardcover Fiction
3,Putnam,MASKED PREY,John Sandford,by John Sandford,,2020-05-17,Hardcover Fiction
48,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-05-17,Hardcover Fiction
1,Knopf,THE END OF OCTOBER,Lawrence Wright,by Lawrence Wright,,2020-05-17,Hardcover Fiction
29,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-05-17,Hardcover Fiction
7,Grand Central,THE BOY FROM THE WOODS,Harlan Coben,by Harlan Coben,,2020-05-17,Hardcover Fiction
4,Ballantine,THE BOOK OF LOST FRIENDS,Lisa Wingate,by Lisa Wingate,,2020-05-17,Hardcover Fiction
32,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-05-17,Hardcover Fiction
4,Knopf,REDHEAD BY THE SIDE OF THE ROAD,Anne Tyler,by Anne Tyler,,2020-05-17,Hardcover Fiction
1,Scribner,IF IT BLEEDS,Stephen King,by Stephen King,,2020-05-10,Hardcover Fiction
1,Grand Central,WALK THE WIRE,David Baldacci,by David Baldacci,,2020-05-10,Hardcover Fiction
86,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-05-10,Hardcover Fiction
2,Putnam,MASKED PREY,John Sandford,by John Sandford,,2020-05-10,Hardcover Fiction
14,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-05-10,Hardcover Fiction
1,Viking,THE BOOK OF LONGINGS,Sue Monk Kidd,by Sue Monk Kidd,,2020-05-10,Hardcover Fiction
47,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-05-10,Hardcover Fiction
28,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-05-10,Hardcover Fiction
6,Grand Central,THE BOY FROM THE WOODS,Harlan Coben,by Harlan Coben,,2020-05-10,Hardcover Fiction
7,Atria,IN FIVE YEARS,Rebecca Serle,by Rebecca Serle,,2020-05-10,Hardcover Fiction
5,Knopf,THE GLASS HOTEL,Emily St. John Mandel,by Emily St. John Mandel,,2020-05-10,Hardcover Fiction
3,Ballantine,THE BOOK OF LOST FRIENDS,Lisa Wingate,by Lisa Wingate,,2020-05-10,Hardcover Fiction
3,Knopf,REDHEAD BY THE SIDE OF THE ROAD,Anne Tyler,by Anne Tyler,,2020-05-10,Hardcover Fiction
31,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-05-10,Hardcover Fiction
7,Holt,THE MIRROR & THE LIGHT,Hilary Mantel,by Hilary Mantel,,2020-05-10,Hardcover Fiction
85,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-05-03,Hardcover Fiction
1,Putnam,MASKED PREY,John Sandford,by John Sandford,,2020-05-03,Hardcover Fiction
13,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-05-03,Hardcover Fiction
46,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-05-03,Hardcover Fiction
5,Grand Central,THE BOY FROM THE WOODS,Harlan Coben,by Harlan Coben,,2020-05-03,Hardcover Fiction
4,Knopf,THE GLASS HOTEL,Emily St. John Mandel,by Emily St. John Mandel,,2020-05-03,Hardcover Fiction
6,Atria,IN FIVE YEARS,Rebecca Serle,by Rebecca Serle,,2020-05-03,Hardcover Fiction
2,Knopf,REDHEAD BY THE SIDE OF THE ROAD,Anne Tyler,by Anne Tyler,,2020-05-03,Hardcover Fiction
27,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-05-03,Hardcover Fiction
3,Harper,VALENTINE,Elizabeth Wetmore,by Elizabeth Wetmore,,2020-05-03,Hardcover Fiction
2,Ballantine,THE BOOK OF LOST FRIENDS,Lisa Wingate,by Lisa Wingate,,2020-05-03,Hardcover Fiction
30,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-05-03,Hardcover Fiction
1,Emily Bestler/Atria,SAVAGE SON,Jack Carr,by Jack Carr,,2020-05-03,Hardcover Fiction
3,"Little, Brown",TEXAS OUTLAW,James Patterson and Andrew Bourelle,by James Patterson and Andrew Bourelle,,2020-05-03,Hardcover Fiction
6,Holt,THE MIRROR & THE LIGHT,Hilary Mantel,by Hilary Mantel,,2020-05-03,Hardcover Fiction
84,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-04-26,Hardcover Fiction
12,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-04-26,Hardcover Fiction
4,Grand Central,THE BOY FROM THE WOODS,Harlan Coben,by Harlan Coben,,2020-04-26,Hardcover Fiction
1,Knopf,REDHEAD BY THE SIDE OF THE ROAD,Anne Tyler,by Anne Tyler,,2020-04-26,Hardcover Fiction
45,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-04-26,Hardcover Fiction
2,Harper,VALENTINE,Elizabeth Wetmore,by Elizabeth Wetmore,,2020-04-26,Hardcover Fiction
3,Knopf,THE GLASS HOTEL,Emily St. John Mandel,by Emily St. John Mandel,,2020-04-26,Hardcover Fiction
1,Ballantine,THE BOOK OF LOST FRIENDS,Lisa Wingate,by Lisa Wingate,,2020-04-26,Hardcover Fiction
26,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-04-26,Hardcover Fiction
2,"Little, Brown",TEXAS OUTLAW,James Patterson and Andrew Bourelle,by James Patterson and Andrew Bourelle,,2020-04-26,Hardcover Fiction
1,John Joseph Adams/Houghton Mifflin Harcourt,CHOSEN ONES,Veronica Roth,by Veronica Roth,,2020-04-26,Hardcover Fiction
5,Holt,THE MIRROR & THE LIGHT,Hilary Mantel,by Hilary Mantel,,2020-04-26,Hardcover Fiction
29,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-04-26,Hardcover Fiction
1,Quirk,THE SOUTHERN BOOK CLUB'S GUIDE TO SLAYING VAMPIRES,Grady Hendrix,by Grady Hendrix,,2020-04-26,Hardcover Fiction
5,Atria,IN FIVE YEARS,Rebecca Serle,by Rebecca Serle,,2020-04-26,Hardcover Fiction
83,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-04-19,Hardcover Fiction
1,Harper,VALENTINE,Elizabeth Wetmore,by Elizabeth Wetmore,,2020-04-19,Hardcover Fiction
11,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-04-19,Hardcover Fiction
3,Grand Central,THE BOY FROM THE WOODS,Harlan Coben,by Harlan Coben,,2020-04-19,Hardcover Fiction
1,"Little, Brown",TEXAS OUTLAW,James Patterson and Andrew Bourelle,by James Patterson and Andrew Bourelle,,2020-04-19,Hardcover Fiction
44,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-04-19,Hardcover Fiction
2,Knopf,THE GLASS HOTEL,Emily St. John Mandel,by Emily St. John Mandel,,2020-04-19,Hardcover Fiction
4,Holt,THE MIRROR & THE LIGHT,Hilary Mantel,by Hilary Mantel,,2020-04-19,Hardcover Fiction
25,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-04-19,Hardcover Fiction
2,Harper,THE NIGHT WATCHMAN,Louise Erdrich,by Louise Erdrich,,2020-04-19,Hardcover Fiction
28,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-04-19,Hardcover Fiction
1,Ballantine,IT'S NOT ALL DOWNHILL FROM HERE,Terry McMillan,by Terry McMillan,,2020-04-19,Hardcover Fiction
4,Atria,IN FIVE YEARS,Rebecca Serle,by Rebecca Serle,,2020-04-19,Hardcover Fiction
12,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-04-19,Hardcover Fiction
6,"Little, Brown",BLINDSIDE,James Patterson and James O Born,by James Patterson and James O. Born,,2020-04-19,Hardcover Fiction
82,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-04-12,Hardcover Fiction
2,Grand Central,THE BOY FROM THE WOODS,Harlan Coben,by Harlan Coben,,2020-04-12,Hardcover Fiction
10,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-04-12,Hardcover Fiction
1,Knopf,THE GLASS HOTEL,Emily St. John Mandel,by Emily St. John Mandel,,2020-04-12,Hardcover Fiction
3,Atria,IN FIVE YEARS,Rebecca Serle,by Rebecca Serle,,2020-04-12,Hardcover Fiction
1,Morrow,THE LAST ODYSSEY,James Rollins,by James Rollins,,2020-04-12,Hardcover Fiction
1,Gallery,THE SINNER,JR Ward,by J.R. Ward,,2020-04-12,Hardcover Fiction
3,Holt,THE MIRROR & THE LIGHT,Hilary Mantel,by Hilary Mantel,,2020-04-12,Hardcover Fiction
1,Orbit,THE CITY WE BECAME,NK Jemisin,by N.K. Jemisin,,2020-04-12,Hardcover Fiction
43,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-04-12,Hardcover Fiction
24,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-04-12,Hardcover Fiction
27,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-04-12,Hardcover Fiction
3,Morrow,MY DARK VANESSA,Kate Elizabeth Russell,by Kate Elizabeth Russell,,2020-04-12,Hardcover Fiction
5,"Little, Brown",BLINDSIDE,James Patterson and James O Born,by James Patterson and James O. Born,,2020-04-12,Hardcover Fiction
4,Putnam,LONG RANGE,C.J. Box,by C.J. Box,,2020-04-12,Hardcover Fiction
81,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-04-05,Hardcover Fiction
1,Grand Central,THE BOY FROM THE WOODS,Harlan Coben,by Harlan Coben,,2020-04-05,Hardcover Fiction
9,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-04-05,Hardcover Fiction
2,Holt,THE MIRROR & THE LIGHT,Hilary Mantel,by Hilary Mantel,,2020-04-05,Hardcover Fiction
1,Del Rey,STAR WARS: THE RISE OF SKYWALKER,Rae Carson,by Rae Carson,,2020-04-05,Hardcover Fiction
1,Ace,SMOKE BITTEN,Patricia Briggs,by Patricia Briggs,,2020-04-05,Hardcover Fiction
2,Atria,IN FIVE YEARS,Rebecca Serle,by Rebecca Serle,,2020-04-05,Hardcover Fiction
4,"Little, Brown",BLINDSIDE,James Patterson and James O Born,by James Patterson and James O. Born,,2020-04-05,Hardcover Fiction
2,Putnam,JOURNEY OF THE PHARAOHS,Clive Cussler and Graham Brown,by Clive Cussler and Graham Brown,,2020-04-05,Hardcover Fiction
2,Morrow,MY DARK VANESSA,Kate Elizabeth Russell,by Kate Elizabeth Russell,,2020-04-05,Hardcover Fiction
42,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-04-05,Hardcover Fiction
3,Bloomsbury,HOUSE OF EARTH AND BLOOD,Sarah J Maas,by Sarah J. Maas,,2020-04-05,Hardcover Fiction
3,Putnam,LONG RANGE,C.J. Box,by C.J. Box,,2020-04-05,Hardcover Fiction
23,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-04-05,Hardcover Fiction
26,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-04-05,Hardcover Fiction
1,Holt,THE MIRROR & THE LIGHT,Hilary Mantel,by Hilary Mantel,,2020-03-29,Hardcover Fiction
80,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-03-29,Hardcover Fiction
1,Putnam,JOURNEY OF THE PHARAOHS,Clive Cussler and Graham Brown,by Clive Cussler and Graham Brown,,2020-03-29,Hardcover Fiction
8,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-03-29,Hardcover Fiction
1,St. Martin's,A GOOD NEIGHBORHOOD,Therese Anne Fowler,by Therese Anne Fowler,,2020-03-29,Hardcover Fiction
1,Morrow,MY DARK VANESSA,Kate Elizabeth Russell,by Kate Elizabeth Russell,,2020-03-29,Hardcover Fiction
2,Bloomsbury,HOUSE OF EARTH AND BLOOD,Sarah J Maas,by Sarah J. Maas,,2020-03-29,Hardcover Fiction
2,Putnam,LONG RANGE,C.J. Box,by C.J. Box,,2020-03-29,Hardcover Fiction
3,"Little, Brown",BLINDSIDE,James Patterson and James O Born,by James Patterson and James O. Born,,2020-03-29,Hardcover Fiction
2,Delacorte,THE NUMBERS GAME,Danielle Steel,by Danielle Steel,,2020-03-29,Hardcover Fiction
1,Atria,IN FIVE YEARS,Rebecca Serle,by Rebecca Serle,,2020-03-29,Hardcover Fiction
41,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-03-29,Hardcover Fiction
25,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-03-29,Hardcover Fiction
11,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-03-29,Hardcover Fiction
2,Riverhead,DEACON KING KONG,James McBride,by James McBride,,2020-03-29,Hardcover Fiction
1,Bloomsbury,HOUSE OF EARTH AND BLOOD,Sarah J Maas,by Sarah J. Maas,,2020-03-22,Hardcover Fiction
1,Putnam,LONG RANGE,C.J. Box,by C.J. Box,,2020-03-22,Hardcover Fiction
79,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-03-22,Hardcover Fiction
1,Delacorte,THE NUMBERS GAME,Danielle Steel,by Danielle Steel,,2020-03-22,Hardcover Fiction
7,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-03-22,Hardcover Fiction
2,"Little, Brown",BLINDSIDE,James Patterson and James O Born,by James Patterson and James O. Born,,2020-03-22,Hardcover Fiction
1,St. Martin's,YOU ARE NOT ALONE,Greer Hendricks and Sarah Pekkanen,by Greer Hendricks and Sarah Pekkanen,,2020-03-22,Hardcover Fiction
1,Grove,WRITERS & LOVERS,Lily King,by Lily King,,2020-03-22,Hardcover Fiction
40,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-03-22,Hardcover Fiction
1,Harper,THE NIGHT WATCHMAN,Louise Erdrich,by Louise Erdrich,,2020-03-22,Hardcover Fiction
1,Ballantine,THE JETSETTERS,Amanda Eyre Ward,by Amanda Eyre Ward,,2020-03-22,Hardcover Fiction
10,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-03-22,Hardcover Fiction
24,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-03-22,Hardcover Fiction
1,Riverhead,DEACON KING KONG,James McBride,by James McBride,,2020-03-22,Hardcover Fiction
22,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-03-22,Hardcover Fiction
1,"Little, Brown",BLINDSIDE,James Patterson and James O Born,by James Patterson and James O. Born,,2020-03-15,Hardcover Fiction
78,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-03-15,Hardcover Fiction
6,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-03-15,Hardcover Fiction
1,Minotaur,THE WARSAW PROTOCOL,Steve Berry,by Steve Berry,,2020-03-15,Hardcover Fiction
39,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-03-15,Hardcover Fiction
1,Kensington,COCONUT LAYER CAKE MURDER,Joanne Fluke,by Joanne Fluke,,2020-03-15,Hardcover Fiction
1,Random House,APEIROGON,Colum McCann,by Colum McCann,,2020-03-15,Hardcover Fiction
23,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-03-15,Hardcover Fiction
9,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-03-15,Hardcover Fiction
21,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-03-15,Hardcover Fiction
4,St. Martin's,GOLDEN IN DEATH,JD Robb,by J.D. Robb,,2020-03-15,Hardcover Fiction
6,Ballantine,A LONG PETAL OF THE SEA,Isabel Allende,by Isabel Allende,,2020-03-15,Hardcover Fiction
20,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-03-15,Hardcover Fiction
4,Grand Central,CROOKED RIVER,Douglas Preston and Lincoln Child,by Douglas Preston and Lincoln Child,,2020-03-15,Hardcover Fiction
8,Dial,DEAR EDWARD,Ann Napolitano,by Ann Napolitano,,2020-03-15,Hardcover Fiction
77,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-03-08,Hardcover Fiction
5,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-03-08,Hardcover Fiction
38,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-03-08,Hardcover Fiction
1,Berkley,ONE MINUTE OUT,Mark Greaney,by Mark Greaney,,2020-03-08,Hardcover Fiction
3,St. Martin's,GOLDEN IN DEATH,JD Robb,by J.D. Robb,,2020-03-08,Hardcover Fiction
22,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-03-08,Hardcover Fiction
8,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-03-08,Hardcover Fiction
5,Ballantine,A LONG PETAL OF THE SEA,Isabel Allende,by Isabel Allende,,2020-03-08,Hardcover Fiction
19,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-03-08,Hardcover Fiction
20,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-03-08,Hardcover Fiction
1,Berkley,THE SUN DOWN MOTEL,Simone St James,by Simone St. James,,2020-03-08,Hardcover Fiction
3,Grand Central,CROOKED RIVER,Douglas Preston and Lincoln Child,by Douglas Preston and Lincoln Child,,2020-03-08,Hardcover Fiction
1,Park Row,THE OTHER MRS.,Mary Kubica,by Mary Kubica,,2020-03-08,Hardcover Fiction
1,Random House,THE HOLDOUT,Graham Moore,by Graham Moore,,2020-03-08,Hardcover Fiction
7,Dial,DEAR EDWARD,Ann Napolitano,by Ann Napolitano,,2020-03-08,Hardcover Fiction
76,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-03-01,Hardcover Fiction
4,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-03-01,Hardcover Fiction
2,St. Martin's,GOLDEN IN DEATH,JD Robb,by J.D. Robb,,2020-03-01,Hardcover Fiction
37,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-03-01,Hardcover Fiction
21,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-03-01,Hardcover Fiction
2,Grand Central,CROOKED RIVER,Douglas Preston and Lincoln Child,by Douglas Preston and Lincoln Child,,2020-03-01,Hardcover Fiction
18,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-03-01,Hardcover Fiction
7,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-03-01,Hardcover Fiction
4,Ballantine,A LONG PETAL OF THE SEA,Isabel Allende,by Isabel Allende,,2020-03-01,Hardcover Fiction
1,Knopf,WEATHER,Jenny Offill,by Jenny Offill,,2020-03-01,Hardcover Fiction
19,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-03-01,Hardcover Fiction
6,Dial,DEAR EDWARD,Ann Napolitano,by Ann Napolitano,,2020-03-01,Hardcover Fiction
5,"Little, Brown",LOST,James Patterson and James O Born,by James Patterson and James O. Born,,2020-03-01,Hardcover Fiction
22,Scribner,THE INSTITUTE,Stephen King,by Stephen King,,2020-03-01,Hardcover Fiction
3,Dutton,WHEN YOU SEE ME,Lisa Gardner,by Lisa Gardner,,2020-03-01,Hardcover Fiction
3,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-02-23,Hardcover Fiction
1,St. Martin's,GOLDEN IN DEATH,JD Robb,by J.D. Robb,,2020-02-23,Hardcover Fiction
1,Grand Central,CROOKED RIVER,Douglas Preston and Lincoln Child,by Douglas Preston and Lincoln Child,,2020-02-23,Hardcover Fiction
75,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-02-23,Hardcover Fiction
1,Ballantine,THE MUSEUM OF DESIRE,Jonathan Kellerman,by Jonathan Kellerman,,2020-02-23,Hardcover Fiction
6,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-02-23,Hardcover Fiction
36,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-02-23,Hardcover Fiction
4,"Little, Brown",LOST,James Patterson and James O Born,by James Patterson and James O. Born,,2020-02-23,Hardcover Fiction
20,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-02-23,Hardcover Fiction
1,Dutton,THE GIRL WITH THE LOUDING VOICE,Abi Daré,by Abi Daré,,2020-02-23,Hardcover Fiction
5,Dial,DEAR EDWARD,Ann Napolitano,by Ann Napolitano,,2020-02-23,Hardcover Fiction
17,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-02-23,Hardcover Fiction
18,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-02-23,Hardcover Fiction
3,Ballantine,A LONG PETAL OF THE SEA,Isabel Allende,by Isabel Allende,,2020-02-23,Hardcover Fiction
2,Dutton,WHEN YOU SEE ME,Lisa Gardner,by Lisa Gardner,,2020-02-23,Hardcover Fiction
2,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-02-16,Hardcover Fiction
74,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-02-16,Hardcover Fiction
1,Dutton,WHEN YOU SEE ME,Lisa Gardner,by Lisa Gardner,,2020-02-16,Hardcover Fiction
3,"Little, Brown",LOST,James Patterson and James O Born,by James Patterson and James O. Born,,2020-02-16,Hardcover Fiction
4,Dial,DEAR EDWARD,Ann Napolitano,by Ann Napolitano,,2020-02-16,Hardcover Fiction
35,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-02-16,Hardcover Fiction
5,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-02-16,Hardcover Fiction
19,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-02-16,Hardcover Fiction
2,Ballantine,A LONG PETAL OF THE SEA,Isabel Allende,by Isabel Allende,,2020-02-16,Hardcover Fiction
16,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-02-16,Hardcover Fiction
4,Riverhead,LONG BRIGHT RIVER,Liz Moore,by Liz Moore,,2020-02-16,Hardcover Fiction
17,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-02-16,Hardcover Fiction
21,Scribner,THE INSTITUTE,Stephen King,by Stephen King,,2020-02-16,Hardcover Fiction
4,Delacorte,MORAL COMPASS,Danielle Steel,by Danielle Steel,,2020-02-16,Hardcover Fiction
11,Grand Central,A MINUTE TO MIDNIGHT,David Baldacci,by David Baldacci,,2020-02-16,Hardcover Fiction
1,Flatiron,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,2020-02-09,Hardcover Fiction
73,Putnam,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,2020-02-09,Hardcover Fiction
2,"Little, Brown",LOST,James Patterson and James O Born,by James Patterson and James O. Born,,2020-02-09,Hardcover Fiction
4,Putnam,SUCH A FUN AGE,Kiley Reid,by Kiley Reid,,2020-02-09,Hardcover Fiction
3,Dial,DEAR EDWARD,Ann Napolitano,by Ann Napolitano,,2020-02-09,Hardcover Fiction
34,Celadon,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,2020-02-09,Hardcover Fiction
15,Doubleday,THE GUARDIANS,John Grisham,by John Grisham,,2020-02-09,Hardcover Fiction
1,Ballantine,A LONG PETAL OF THE SEA,Isabel Allende,by Isabel Allende,,2020-02-09,Hardcover Fiction
18,Harper,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,2020-02-09,Hardcover Fiction
1,Berkley,AGENCY,William Gibson,by William Gibson,,2020-02-09,Hardcover Fiction
3,Riverhead,LONG BRIGHT RIVER,Liz Moore,by Liz Moore,,2020-02-09,Hardcover Fiction
16,Pamela Dorman/Viking,THE GIVER OF STARS,Jojo Moyes,by Jojo Moyes,,2020-02-09,Hardcover Fiction
3,Delacorte,MORAL COMPASS,Danielle Steel,by Danielle Steel,,2020-02-09,Hardcover Fiction
20,Scribner,THE INSTITUTE,Stephen King,by Stephen King,,2020-02-09,Hardcover Fiction
