weeks_on_list,publisher,title,author,contributor,age_group,published_date,list_name
10,"Little, Brown",CATCH AND KILL,Ronan Farrow,by Ronan Farrow,,2020-02-09,Hardcover Nonfiction
15,Holt,ME,Elton John,by Elton John,,2020-02-09,Hardcover Nonfiction
15,Doubleday,THE BODY,Bill Bryson,by Bill Bryson,,2020-02-09,Hardcover Nonfiction
8,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-02-09,Hardcover Nonfiction
1,Scribner,THE IMPOSSIBLE FIRST,Colin O'Brady,by Colin O'Brady,,2020-02-09,Hardcover Nonfiction
100,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-02-02,Hardcover Nonfiction
1,Knopf,TIGHTROPE,Nicholas D Kristof and Sheryl WuDunn,by Nicholas D. Kristof and Sheryl WuDunn,,2020-02-02,Hardcover Nonfiction
19,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-02-02,Hardcover Nonfiction
58,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-02-02,Hardcover Nonfiction
1,Crown Forum,RUNNING AGAINST THE DEVIL,Rick Wilson,by Rick Wilson,,2020-02-02,Hardcover Nonfiction
19,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-02-02,Hardcover Nonfiction
1,"MCD/Farrar, Straus & Giroux",UNCANNY VALLEY,Anna Wiener,by Anna Wiener,,2020-02-02,Hardcover Nonfiction
9,"Little, Brown",CATCH AND KILL,Ronan Farrow,by Ronan Farrow,,2020-02-02,Hardcover Nonfiction
14,Holt,ME,Elton John,by Elton John,,2020-02-02,Hardcover Nonfiction
2,Dutton,SUCCESSFUL AGING,Daniel J Levitin,by Daniel J. Levitin,,2020-02-02,Hardcover Nonfiction
14,Doubleday,THE BODY,Bill Bryson,by Bill Bryson,,2020-02-02,Hardcover Nonfiction
2,Harper,BOYS & SEX,Peggy Orenstein,by Peggy Orenstein,,2020-02-02,Hardcover Nonfiction
9,Doubleday,SAY NOTHING,Patrick Radden Keefe,by Patrick Radden Keefe,,2020-02-02,Hardcover Nonfiction
3,Grove,THE YELLOW HOUSE,Sarah M Broom,by Sarah M. Broom,,2020-02-02,Hardcover Nonfiction
1,Norton,AMERICAN OLIGARCHS,Andrea Bernstein,by Andrea Bernstein,,2020-02-02,Hardcover Nonfiction
99,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-01-26,Hardcover Nonfiction
18,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-01-26,Hardcover Nonfiction
57,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-01-26,Hardcover Nonfiction
18,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-01-26,Hardcover Nonfiction
13,Holt,ME,Elton John,by Elton John,,2020-01-26,Hardcover Nonfiction
8,"Little, Brown",CATCH AND KILL,Ronan Farrow,by Ronan Farrow,,2020-01-26,Hardcover Nonfiction
1,Harper,BOYS & SEX,Peggy Orenstein,by Peggy Orenstein,,2020-01-26,Hardcover Nonfiction
11,Riverhead,RANGE,David Epstein,by David Epstein,,2020-01-26,Hardcover Nonfiction
13,Doubleday,THE BODY,Bill Bryson,by Bill Bryson,,2020-01-26,Hardcover Nonfiction
1,Dutton,SUCCESSFUL AGING,Daniel J Levitin,by Daniel J. Levitin,,2020-01-26,Hardcover Nonfiction
10,Sentinel,SAM HOUSTON AND THE ALAMO AVENGERS,Brian Kilmeade,by Brian Kilmeade,,2020-01-26,Hardcover Nonfiction
8,Doubleday,SAY NOTHING,Patrick Radden Keefe,by Patrick Radden Keefe,,2020-01-26,Hardcover Nonfiction
1,Grove,WHY WE CAN'T SLEEP,Ada Calhoun,by Ada Calhoun,,2020-01-26,Hardcover Nonfiction
7,One World,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,by Ibram X. Kendi,,2020-01-26,Hardcover Nonfiction
15,Crown,BLOWOUT,Rachel Maddow,by Rachel Maddow,,2020-01-26,Hardcover Nonfiction
98,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-01-19,Hardcover Nonfiction
17,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-01-19,Hardcover Nonfiction
56,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-01-19,Hardcover Nonfiction
12,Holt,ME,Elton John,by Elton John,,2020-01-19,Hardcover Nonfiction
12,Doubleday,THE BODY,Bill Bryson,by Bill Bryson,,2020-01-19,Hardcover Nonfiction
7,Doubleday,SAY NOTHING,Patrick Radden Keefe,by Patrick Radden Keefe,,2020-01-19,Hardcover Nonfiction
9,Sentinel,SAM HOUSTON AND THE ALAMO AVENGERS,Brian Kilmeade,by Brian Kilmeade,,2020-01-19,Hardcover Nonfiction
17,Houghton Mifflin Harcourt,MAYBE YOU SHOULD TALK TO SOMEONE,Lori Gottlieb,by Lori Gottlieb,,2020-01-19,Hardcover Nonfiction
7,"Little, Brown",CATCH AND KILL,Ronan Farrow,by Ronan Farrow,,2020-01-19,Hardcover Nonfiction
1,Melville House,HOW TO DO NOTHING,Jenny Odell,by Jenny Odell,,2020-01-19,Hardcover Nonfiction
9,Harper,FINDING CHIKA,Mitch Albom,by Mitch Albom,,2020-01-19,Hardcover Nonfiction
12,Simon & Schuster,THE BOOK OF GUTSY WOMEN,Hillary Rodham Clinton and Chelsea Clinton,by Hillary Rodham Clinton and Chelsea Clinton,,2020-01-19,Hardcover Nonfiction
7,Twelve,A WARNING,Anonymous,by Anonymous,,2020-01-19,Hardcover Nonfiction
2,Grove,THE YELLOW HOUSE,Sarah M Broom,by Sarah M. Broom,,2020-01-19,Hardcover Nonfiction
14,Crown,BLOWOUT,Rachel Maddow,by Rachel Maddow,,2020-01-19,Hardcover Nonfiction
55,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-01-12,Hardcover Nonfiction
97,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-01-12,Hardcover Nonfiction
16,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-01-12,Hardcover Nonfiction
11,Holt,ME,Elton John,by Elton John,,2020-01-12,Hardcover Nonfiction
8,Sentinel,SAM HOUSTON AND THE ALAMO AVENGERS,Brian Kilmeade,by Brian Kilmeade,,2020-01-12,Hardcover Nonfiction
8,Harper,FINDING CHIKA,Mitch Albom,by Mitch Albom,,2020-01-12,Hardcover Nonfiction
6,Twelve,A WARNING,Anonymous,by Anonymous,,2020-01-12,Hardcover Nonfiction
8,Center Street,TRIGGERED,Donald Trump Jr,by Donald Trump Jr,,2020-01-12,Hardcover Nonfiction
11,Doubleday,THE BODY,Bill Bryson,by Bill Bryson,,2020-01-12,Hardcover Nonfiction
11,Simon & Schuster,THE BOOK OF GUTSY WOMEN,Hillary Rodham Clinton and Chelsea Clinton,by Hillary Rodham Clinton and Chelsea Clinton,,2020-01-12,Hardcover Nonfiction
13,Crown,BLOWOUT,Rachel Maddow,by Rachel Maddow,,2020-01-12,Hardcover Nonfiction
9,Gallery,THE WAY I HEARD IT,Mike Rowe,by Mike Rowe,,2020-01-12,Hardcover Nonfiction
8,Spiegel & Grau,THE BEAUTIFUL ONES,Prince,by Prince. Edited by Dan Piepenbring,,2020-01-12,Hardcover Nonfiction
20,Simon & Schuster,THE PIONEERS,David McCullough,by David McCullough,,2020-01-12,Hardcover Nonfiction
6,"Little, Brown",CATCH AND KILL,Ronan Farrow,by Ronan Farrow,,2020-01-12,Hardcover Nonfiction
54,Crown,BECOMING,Michelle Obama,by Michelle Obama,,2020-01-05,Hardcover Nonfiction
96,Random House,EDUCATED,Tara Westover,by Tara Westover,,2020-01-05,Hardcover Nonfiction
10,Holt,ME,Elton John,by Elton John,,2020-01-05,Hardcover Nonfiction
15,"Little, Brown",TALKING TO STRANGERS,Malcolm Gladwell,by Malcolm Gladwell,,2020-01-05,Hardcover Nonfiction
7,Sentinel,SAM HOUSTON AND THE ALAMO AVENGERS,Brian Kilmeade,by Brian Kilmeade,,2020-01-05,Hardcover Nonfiction
10,Doubleday,THE BODY,Bill Bryson,by Bill Bryson,,2020-01-05,Hardcover Nonfiction
5,Twelve,A WARNING,Anonymous,by Anonymous,,2020-01-05,Hardcover Nonfiction
2,Simon & Schuster,MOBITUARIES,Mo Rocca and Jonathan Greenberg,by Mo Rocca and Jonathan Greenberg,,2020-01-05,Hardcover Nonfiction
7,Center Street,TRIGGERED,Donald Trump Jr,by Donald Trump Jr,,2020-01-05,Hardcover Nonfiction
7,Harper,FINDING CHIKA,Mitch Albom,by Mitch Albom,,2020-01-05,Hardcover Nonfiction
10,Simon & Schuster,THE BOOK OF GUTSY WOMEN,Hillary Rodham Clinton and Chelsea Clinton,by Hillary Rodham Clinton and Chelsea Clinton,,2020-01-05,Hardcover Nonfiction
8,Gallery,THE WAY I HEARD IT,Mike Rowe,by Mike Rowe,,2020-01-05,Hardcover Nonfiction
3,Riverhead,HOW TO,Randall Munroe,by Randall Munroe,,2020-01-05,Hardcover Nonfiction
5,Hachette,HOME WORK,Julie Andrews and Emma Walton Hamilton,by Julie Andrews and Emma Walton Hamilton,,2020-01-05,Hardcover Nonfiction
12,Crown,BLOWOUT,Rachel Maddow,by Rachel Maddow,,2020-01-05,Hardcover Nonfiction
